node_id,lat,lon
0,36.1718583,-115.1468695
1,36.1847341,-115.212631
2,36.2088488,-115.2487874
3,36.2191376,-115.2134059
4,36.2086915,-115.2482602
5,36.2099301,-115.2469987
6,36.1639567,-115.1430663
7,36.1901001,-115.2045101
8,36.1902337,-115.2040052
9,36.1898192,-115.2045126
10,36.189912,-115.2049574
11,36.1898142,-115.2053911
12,36.190263,-115.2054323
13,36.1901985,-115.2049812
14,36.1907531,-115.2054098
15,36.19085,-115.2049511
16,36.1911323,-115.2049318
17,36.1912211,-115.2053897
18,36.1912362,-115.2044888
19,36.1909568,-115.2044814
20,36.1908459,-115.204009
21,36.1906695,-115.2036279
22,36.1904113,-115.2036241
23,36.1904173,-115.2031137
24,36.1906795,-115.2031105
25,36.1913068,-115.2031618
26,36.191026,-115.2034075
27,36.1910385,-115.2029069
28,36.190017,-115.2057559
29,36.1910071,-115.2057281
30,36.1900518,-115.2034286
31,36.1900578,-115.2029251
32,36.1897836,-115.2031616
33,36.1820954,-115.1975134
34,36.1841429,-115.2047826
35,36.160239,-115.2318858
36,36.1947069,-115.2264774
37,36.1634631,-115.2071093
38,36.1931741,-115.2722748
39,36.1827964,-115.2166423
40,36.1844424,-115.2168617
41,36.18361,-115.2162359
42,36.1831962,-115.2163552
43,36.1827354,-115.2162439
44,36.1824857,-115.2164666
45,36.1813265,-115.1463424
46,36.1564339,-115.1278554
47,36.1826309,-115.2154457
48,36.1826353,-115.2156481
49,36.1828777,-115.2154443
50,36.1828766,-115.2156494
51,36.1831992,-115.2154523
52,36.1750197,-115.0943688
53,36.1885247,-115.2042811
54,36.1888067,-115.2042729
55,36.1890895,-115.2042658
56,36.1893737,-115.2042534
57,36.1893851,-115.2033527
58,36.1891038,-115.2033545
59,36.1888195,-115.2033616
60,36.1772268,-115.1299592
61,36.1903418,-115.2070901
62,36.1903464,-115.2074304
63,36.1905796,-115.2070282
64,36.1908545,-115.2070193
65,36.1908532,-115.2072519
66,36.1908554,-115.2074869
67,36.1901893,-115.2080198
68,36.190564,-115.2080084
69,36.1908195,-115.2080047
70,36.1910467,-115.2079859
71,36.1912289,-115.2079883
72,36.1912886,-115.207465
73,36.1914767,-115.2074611
74,36.1914462,-115.2079878
75,36.1917019,-115.2079811
76,36.1917159,-115.207557
77,36.1917153,-115.2074896
78,36.1901366,-115.2065141
79,36.1903284,-115.2065111
80,36.1910277,-115.2064897
81,36.1907661,-115.2064968
82,36.192085,-115.2072917
83,36.1919131,-115.2070291
84,36.1920447,-115.2069995
85,36.191914,-115.2065724
86,36.192053,-115.2067293
87,36.1961991,-115.227953
88,36.1554495,-115.1928799
89,36.2110841,-115.2074196
90,36.2112861,-115.2075224
91,36.2114892,-115.2076781
92,36.211902,-115.2080659
93,36.2119127,-115.2083828
94,36.2118594,-115.2088314
95,36.2118433,-115.2091176
96,36.2118161,-115.2095331
97,36.21141,-115.2095857
98,36.2110656,-115.209509
99,36.2110691,-115.2090398
100,36.2113706,-115.2090416
101,36.2116084,-115.2088457
102,36.2115978,-115.2091625
103,36.2110906,-115.2079847
104,36.2102227,-115.2074119
105,36.210453,-115.207871
106,36.2106213,-115.2082757
107,36.2103399,-115.2083327
108,36.2103499,-115.2088026
109,36.2103607,-115.2092838
110,36.2106169,-115.2095807
111,36.210584,-115.2091669
112,36.2105868,-115.208775
113,36.2110526,-115.2083483
114,36.2113934,-115.2084186
115,36.1760952,-115.2549937
116,36.2172607,-115.2171754
117,36.2173306,-115.2175101
118,36.2175953,-115.217126
119,36.2176653,-115.2174735
120,36.2184695,-115.217117
121,36.2185884,-115.2173888
122,36.2184264,-115.2176864
123,36.2183366,-115.2173999
124,36.2187017,-115.2180242
125,36.2185467,-115.2183902
126,36.2185862,-115.2186745
127,36.218189,-115.2184918
128,36.2178349,-115.21861
129,36.2178782,-115.217787
130,36.2177593,-115.2181992
131,36.2175,-115.2185788
132,36.217346,-115.2182434
133,36.2172384,-115.2186
134,36.2180116,-115.2172982
135,36.1369089,-115.2060647
136,36.1965545,-115.2206426
137,36.1965648,-115.2213747
138,36.1971893,-115.220108
139,36.1969056,-115.2210254
140,36.1971482,-115.2212215
141,36.1959863,-115.2206079
142,36.1959976,-115.2214401
143,36.1964235,-115.2201278
144,36.1967763,-115.2201207
145,36.1966745,-115.2219082
146,36.1971409,-115.2207155
147,36.1963725,-115.2219323
148,36.1960021,-115.2219263
149,36.1959771,-115.2201608
150,36.1969537,-115.2219226
151,36.1931878,-115.3122415
152,36.2081114,-115.2099042
153,36.2078629,-115.2099038
154,36.2076436,-115.2099132
155,36.2075069,-115.2099166
156,36.208008,-115.2093887
157,36.2080417,-115.2089575
158,36.2079951,-115.2085293
159,36.2075823,-115.2092591
160,36.2080234,-115.2077403
161,36.2074615,-115.2085622
162,36.2075777,-115.2082591
163,36.2073792,-115.2080234
164,36.2074506,-115.2077362
165,36.2069925,-115.2085763
166,36.207109,-115.2082372
167,36.2069795,-115.2077488
168,36.2068755,-115.2080864
169,36.2067934,-115.2071447
170,36.2065872,-115.2072642
171,36.2065898,-115.2075961
172,36.2065951,-115.2079276
173,36.2065996,-115.2082583
174,36.2066045,-115.2085919
175,36.2066893,-115.2089314
176,36.2069569,-115.2089251
177,36.2072259,-115.2089136
178,36.2148204,-115.2240468
179,36.21469,-115.2242932
180,36.2142718,-115.224665
181,36.2142952,-115.2237779
182,36.213859,-115.2241934
