node_id,lat,lon,index
0,39.4754577,-0.4047509,0
1,39.4775676,-0.3674521,1
2,39.4747022,-0.4057698,1
3,39.472403,-0.4055847,1
4,39.4774583,-0.4080173,1
5,39.4810774,-0.4106487,1
6,39.4756724,-0.4101824,1
7,39.4795475,-0.4121793,1
8,39.4808894,-0.4106374,1
9,39.4775685,-0.4100699,1
10,39.4799522,-0.4109138,1
11,39.4749959,-0.4072922,1
12,39.4748512,-0.4073905,1
13,39.4753119,-0.4074748,1
14,39.4751825,-0.407335,1
15,39.4756063,-0.4080419,1
16,39.4757442,-0.4077071,1
17,39.4745308,-0.4077474,1
18,39.4748917,-0.4098023,1
19,39.4747473,-0.4096785,1
20,39.4742379,-0.4088258,1
21,39.4755628,-0.4042637,1
22,39.4751639,-0.4042461,1
23,39.4750617,-0.4066233,1
24,39.4748859,-0.4068315,1
25,39.4753793,-0.4072984,1
26,39.4754757,-0.4074973,1
27,39.4747775,-0.4071096,1
28,39.4747483,-0.4074189,1
29,39.4750665,-0.4078452,1
30,39.4748964,-0.4077056,1
31,39.4964799,-0.418956,1
32,39.4966703,-0.418953,1
33,39.4741326,-0.4073979,1
34,39.474885,-0.4084636,1
35,39.4752327,-0.4084365,1
36,39.4754721,-0.4081923,1
37,39.4748627,-0.4091237,1
38,39.4761348,-0.4094984,1
39,39.4753618,-0.4098479,1
40,39.4739301,-0.4065417,1
41,39.4739027,-0.4068148,1
42,39.4741291,-0.407348,1
43,39.474839,-0.4056681,1
44,39.4732072,-0.4058475,1
45,39.4726406,-0.4091276,1
46,39.4727984,-0.406924,1
47,39.4845263,-0.3639598,1
48,39.4732218,-0.4053838,1
49,39.4801575,-0.340572,1
50,39.4800701,-0.3373114,1
51,39.4850611,-0.3712187,1
52,39.4760971,-0.4065653,1
53,39.4806901,-0.4096299,1
54,39.4815131,-0.4102068,1
55,39.4777586,-0.4089006,1
56,39.4802351,-0.4092778,1
57,39.4774072,-0.3373301,1
58,39.4787838,-0.4093179,1
59,39.4716592,-0.3458349,1
60,39.4715673,-0.3458787,1
61,39.4794713,-0.4100927,1
62,39.4789545,-0.4093603,1
63,39.4756005,-0.4086361,1
64,39.4756336,-0.408553,1
65,39.4745062,-0.4081643,1
66,39.4757464,-0.4078656,1
67,39.4759304,-0.4089452,1
68,39.477735,-0.4092745,1
69,39.4760884,-0.4066365,1
70,39.47522,-0.4095156,1
71,39.4768945,-0.4087193,1
72,39.4749918,-0.4096205,1
73,39.476027,-0.4089204,1
74,39.4785735,-0.4095185,1
75,39.4751665,-0.4083887,1
76,39.4743846,-0.4078813,1
77,39.4763692,-0.4080177,1
78,39.475694,-0.4078785,1
79,39.4755529,-0.40884,1
80,39.4751744,-0.4075187,1
81,39.4777992,-0.4088131,1
82,39.476644,-0.4085664,1
83,39.4776699,-0.4095937,1
84,39.4807368,-0.4098109,1
85,39.474838,-0.4095777,1
86,39.4743642,-0.4074891,1
87,39.475302,-0.4082071,1
88,39.4735976,-0.4061711,1
89,39.4741992,-0.4075587,1
90,39.4747585,-0.4083641,1
91,39.4754494,-0.4087809,1
92,39.4751177,-0.4096033,1
93,39.4756913,-0.4089659,1
94,39.4743016,-0.4077459,1
95,39.4744146,-0.4084028,1
96,39.476749,-0.4083873,1
97,39.4782011,-0.4096316,1
98,39.4793892,-0.4099102,1
99,39.4766295,-0.409076,1
100,39.477072,-0.4092947,1
101,39.4767848,-0.409135,1
102,39.4758407,-0.4094676,1
103,39.4759939,-0.4099718,1
104,39.4758262,-0.4092557,1
105,39.4781344,-0.4111,1
106,39.4777142,-0.4123495,1
107,39.4783042,-0.4111026,1
108,39.4787476,-0.4108274,1
109,39.4788553,-0.4108666,1
110,39.4747294,-0.4076947,1
111,39.4745166,-0.405136,1
112,39.475052,-0.4080259,1
113,39.4745867,-0.4074617,1
114,39.4747349,-0.4077563,1
115,39.4746421,-0.4076248,1
116,39.4748599,-0.407901,1
117,39.474282,-0.407093,1
118,39.4751801,-0.4084204,1
119,39.4740378,-0.4062705,1
120,39.4748923,-0.4084338,1
121,39.473208,-0.4060778,1
122,39.4745569,-0.4078895,1
123,39.4748343,-0.4082541,1
124,39.4751547,-0.4082367,1
125,39.4745548,-0.408002,1
126,39.4745693,-0.4072429,1
127,39.4752324,-0.4081377,1
128,39.4749668,-0.4084365,1
129,39.4748136,-0.4083882,1
130,39.4746242,-0.4062355,1
131,39.4751329,-0.4083389,1
132,39.4751283,-0.4079403,1
133,39.4745975,-0.4048606,1
134,39.4749213,-0.4083105,1
135,39.4690715,-0.4002498,1
136,39.4680112,-0.4015416,1
137,39.4739373,-0.408687,1
138,39.4796721,-0.4087704,1
139,39.5019842,-0.4134814,1
140,39.4824771,-0.4064179,1
