node_id,lat,lon,index
0,39.455236,-0.4015188,0
1,39.4555672,-0.4045227,0
2,39.4569688,-0.4023475,0
3,39.4559538,-0.4032256,0
4,39.4567034,-0.402985,0
5,39.4571641,-0.4028396,0
6,39.4751677,-0.3978155,0
7,39.4759919,-0.3714302,0
8,39.4607509,-0.4012722,0
9,39.4594183,-0.401764,0
10,39.4600006,-0.4012246,0
11,39.4598259,-0.4001474,0
12,39.4592681,-0.4006951,0
13,39.4586411,-0.4013625,0
14,39.4590007,-0.4009735,0
15,39.4583954,-0.4009263,0
16,39.4763032,-0.3718395,1
17,39.4770721,-0.3712411,1
18,39.45364,-0.4044909,1
19,39.4632687,-0.4055709,1
20,39.46695,-0.3566634,1
21,39.4645393,-0.3578201,1
22,39.4579031,-0.4019889,1
23,39.4576419,-0.4024092,1
24,39.4583644,-0.4026933,1
25,39.458155,-0.4028491,1
26,39.4579761,-0.4028956,1
27,39.4578325,-0.4028778,1
28,39.4577356,-0.4029729,1
29,39.4585318,-0.4021192,1
30,39.4583235,-0.4018432,1
31,39.4580225,-0.4018943,1
32,39.4581948,-0.4018315,1
33,39.4585394,-0.4022092,1
34,39.4458279,-0.3836518,1
35,39.4456768,-0.3821736,1
36,39.4571912,-0.3974023,1
37,39.4563381,-0.3984747,1
38,39.4574962,-0.4000766,1
39,39.4615932,-0.4041108,1
40,39.4603531,-0.4036004,1
41,39.4595052,-0.4027871,1
42,39.4603762,-0.4033293,1
43,39.4593179,-0.4029584,1
44,39.4588304,-0.4026718,1
45,39.460446,-0.4032444,1
46,39.4625664,-0.4006836,1
47,39.4636753,-0.401847,1
48,39.4592302,-0.4012699,1
49,39.4591175,-0.4013934,1
50,39.4611821,-0.411115,1
51,39.4579844,-0.4067241,1
52,39.4599412,-0.4055538,1
53,39.4606439,-0.4042876,1
54,39.4576272,-0.4052616,1
55,39.4543586,-0.3773135,1
56,39.4699077,-0.3884593,1
57,39.46044,-0.4033769,1
58,39.4560997,-0.3832148,1
59,39.4602085,-0.3682069,1
60,39.4606303,-0.367301,1
61,39.4600914,-0.368491,1
62,39.4457185,-0.3835415,1
63,39.4695592,-0.4060204,1
64,39.4639488,-0.4054709,1
65,39.4641142,-0.3934643,1
66,39.4538018,-0.4095977,1
67,39.4557996,-0.3702019,1
68,39.4598077,-0.3969147,1
69,39.4575094,-0.4022017,1
70,39.4539298,-0.3993456,1
71,39.4565231,-0.3962476,1
72,39.4576164,-0.3954274,1
73,39.458248,-0.3959987,1
74,39.4566031,-0.4011451,1
75,39.4596915,-0.3979877,1
76,39.4577444,-0.4018605,1
77,39.4591199,-0.3972326,1
78,39.4657705,-0.3912049,1
79,39.4630207,-0.4054047,1
80,39.4558083,-0.4052167,1
81,39.4578357,-0.4005462,1
82,39.4573812,-0.4010975,1
83,39.4584047,-0.4014868,1
84,39.4583801,-0.4015573,1
85,39.4580431,-0.4016664,1
86,39.456127,-0.3964224,1
87,39.4558498,-0.3961334,1
88,39.4580317,-0.402765,1
89,39.4577539,-0.4025905,1
90,39.4577655,-0.4026358,1
91,39.4577888,-0.4027004,1
92,39.4578254,-0.4027543,1
93,39.4578703,-0.4027909,1
94,39.4579336,-0.4027909,1
95,39.4579901,-0.4027844,1
96,39.4582492,-0.4026068,1
97,39.4582382,-0.4026186,1
98,39.4582033,-0.4026186,1
99,39.4578056,-0.4023812,1
100,39.4578642,-0.4022744,1
101,39.4578935,-0.4022768,1
102,39.4579779,-0.4022981,1
103,39.4582327,-0.4025759,1
104,39.4584361,-0.4023147,1
105,39.4581722,-0.4019824,1
106,39.4582052,-0.4019657,1
107,39.4582473,-0.4019467,1
108,39.4582877,-0.4019562,1
109,39.4583463,-0.4019681,1
110,39.458383,-0.4020013,1
111,39.458416,-0.4020607,1
112,39.4584453,-0.4021296,1
113,39.45825,-0.3970359,1
114,39.458294,-0.3970584,1
115,39.4571911,-0.4018989,1
116,39.4571648,-0.4019707,1
117,39.4568017,-0.4017473,1
118,39.4568281,-0.4016755,1
119,39.4547186,-0.4001925,1
120,39.4558442,-0.4009575,1
121,39.4541893,-0.3999525,1
122,39.4574482,-0.4019547,1
123,39.4574208,-0.4019241,1
124,39.4573846,-0.4018973,1
125,39.4573339,-0.4018745,1
126,39.4573018,-0.4018718,1
127,39.4572821,-0.4018799,1
128,39.4572924,-0.4019094,1
129,39.4573194,-0.4019429,1
130,39.4573608,-0.4019737,1
131,39.4574043,-0.4019912,1
132,39.4542423,-0.4000171,1
133,39.4543154,-0.3999859,1
134,39.4568022,-0.4010634,1
135,39.456343,-0.4005196,1
136,39.4570778,-0.3996755,1
137,39.4587597,-0.4025606,1
138,39.4587774,-0.4026027,1
139,39.4587553,-0.402465,1
140,39.4555302,-0.396959,1
141,39.4559647,-0.3957282,1
142,39.4630951,-0.4119998,1
143,39.4618841,-0.3945972,1
144,39.4378448,-0.3819639,1
145,39.4578794,-0.4017615,1
146,39.4578008,-0.4017412,1
147,39.4577196,-0.4016553,1
148,39.457695,-0.4016668,1
149,39.4579871,-0.401769,1
150,39.4580721,-0.4017304,1
151,39.4584324,-0.4015822,1
