node_id,lat,lon,index
0,39.4438381,-0.3197732,0
1,39.4270578,-0.322243,0
2,39.4273115,-0.32254,0
3,39.4260307,-0.3242747,0
4,39.4435647,-0.375019,0
5,39.4555657,-0.3325967,0
6,39.455682,-0.3324195,0
7,39.4554229,-0.3323554,0
8,39.4557544,-0.3321426,0
9,39.4558544,-0.3320823,0
10,39.455953,-0.3319386,0
11,39.4558782,-0.3319384,0
12,39.455813,-0.3319519,0
13,39.4559843,-0.3318847,0
14,39.4554545,-0.3322493,0
15,39.4554867,-0.33219,0
16,39.4555239,-0.3321659,0
17,39.4867797,-0.3632831,0
18,39.4553098,-0.3315572,0
19,39.4630483,-0.3366621,0
20,39.4569733,-0.3315069,0
21,39.4567078,-0.3313296,0
22,39.456511,-0.3314005,0
23,39.4556238,-0.3304619,0
24,39.4372254,-0.3433822,0
25,39.456417,-0.3320351,0
26,39.4591927,-0.3325731,1
27,39.4585615,-0.3322681,1
28,39.4578691,-0.3319341,1
29,39.4525541,-0.3330942,1
30,39.458979,-0.3322917,1
31,39.458388,-0.3320324,1
32,39.4578274,-0.3317131,1
33,39.4595576,-0.3324189,1
34,39.4467871,-0.3293523,1
35,39.44667,-0.3295439,1
36,39.4543401,-0.3306608,1
37,39.45503,-0.3322856,1
38,39.4560313,-0.3314983,1
39,39.4566858,-0.3310116,1
40,39.4572397,-0.331742,1
41,39.4568299,-0.3316728,1
42,39.4566133,-0.3316306,1
43,39.4561956,-0.3313965,1
44,39.4550887,-0.3288707,1
45,39.4573739,-0.3260068,1
46,39.4617629,-0.3282274,1
47,39.455947,-0.3302509,1
48,39.4546477,-0.3403539,1
49,39.4553666,-0.333132,1
50,39.4616854,-0.3189636,1
51,39.4579567,-0.331447,1
52,39.4560172,-0.3325586,1
53,39.4628886,-0.3289894,1
54,39.462871,-0.3285659,1
55,39.4631012,-0.3291697,1
56,39.4596028,-0.323171,1
57,39.451237,-0.3285175,1
58,39.4539736,-0.3290945,1
59,39.4555671,-0.3345003,1
60,39.4605747,-0.3199922,1
61,39.4561218,-0.3302251,1
62,39.4621518,-0.329916,1
63,39.4506498,-0.3271222,1
64,39.4580411,-0.3266855,1
65,39.4557037,-0.334176,1
66,39.4508932,-0.3282961,1
67,39.4594421,-0.3186317,1
68,39.4535453,-0.3289739,1
69,39.4553721,-0.3296147,1
70,39.4620149,-0.3263289,1
71,39.4587306,-0.3179565,1
72,39.4622,-0.3187402,1
73,39.4539537,-0.3289568,1
74,39.4512184,-0.3129935,1
75,39.4592297,-0.3183817,1
76,39.4596042,-0.3327897,1
77,39.4539536,-0.3576961,1
78,39.4544073,-0.3545225,1
79,39.4529099,-0.3344868,1
80,39.453024,-0.3346324,1
81,39.4540747,-0.3310312,1
82,39.4578602,-0.3335408,1
83,39.4579541,-0.3354311,1
84,39.4583158,-0.3336844,1
85,39.4568017,-0.3469674,1
86,39.4558434,-0.3296573,1
87,39.4625318,-0.3802412,1
88,39.4627842,-0.3795037,1
89,39.4535844,-0.32906,1
90,39.4541648,-0.3291808,1
91,39.4542404,-0.3290162,1
92,39.4551616,-0.3285662,1
93,39.4601801,-0.3314749,1
94,39.4602607,-0.3282938,1
95,39.4557909,-0.3301166,1
96,39.4559331,-0.3303592,1
97,39.4559351,-0.3303021,1
98,39.4559353,-0.3303988,1
