node_id,lat,lon,index
0,39.4810507,-0.3405272,0
1,39.4903723,-0.4020991,0
2,39.4784049,-0.3741119,0
3,39.477961,-0.3735682,0
4,39.4778843,-0.3730855,0
5,39.4780296,-0.3732498,0
6,39.4778501,-0.3733066,0
7,39.4781064,-0.3733749,0
8,39.4780117,-0.373407,0
9,39.4778973,-0.3731724,0
10,39.493185,-0.3722025,0
11,39.4782524,-0.3738166,0
12,39.4781579,-0.3736732,0
13,39.4776693,-0.3731144,0
14,39.4799567,-0.3706944,0
15,39.4799295,-0.3708618,0
16,39.4800467,-0.3709433,0
17,39.4801124,-0.370704,0
18,39.4798468,-0.3711041,0
19,39.4797661,-0.3714792,0
20,39.4798525,-0.3715749,0
21,39.4798053,-0.3717412,0
22,39.4846022,-0.3657857,0
23,39.4799022,-0.3722262,0
24,39.4806403,-0.3726347,0
25,39.4805359,-0.3716081,0
26,39.4799908,-0.3724684,0
27,39.4800356,-0.372558,0
28,39.490237,-0.3987232,1
29,39.4760707,-0.3553599,1
30,39.4824742,-0.3725334,1
31,39.4773523,-0.3721004,1
32,39.4782034,-0.3734007,1
33,39.4769741,-0.373223,1
34,39.4774918,-0.3719062,1
35,39.4761538,-0.3331371,1
36,39.4804648,-0.3697302,1
37,39.4808367,-0.3711687,1
38,39.4796697,-0.371636,1
39,39.4796903,-0.3713419,1
40,39.4817493,-0.3691177,1
41,39.4793571,-0.3756465,1
42,39.4799688,-0.3756668,1
43,39.4784946,-0.3706855,1
44,39.4785434,-0.3706947,1
45,39.4788254,-0.3712861,1
46,39.4805126,-0.3867799,1
47,39.4804058,-0.3867388,1
48,39.4784326,-0.37323,1
49,39.4658567,-0.3783194,1
50,39.4774326,-0.3693712,1
51,39.4768745,-0.3696079,1
52,39.4764971,-0.3700311,1
53,39.4791941,-0.3726696,1
54,39.4764109,-0.3689502,1
55,39.4809398,-0.3767001,1
56,39.4791134,-0.3728512,1
57,39.4689497,-0.3617677,1
58,39.4814589,-0.3791838,1
59,39.4806856,-0.3755036,1
60,39.4784542,-0.3725835,1
61,39.4777519,-0.3720134,1
62,39.4786677,-0.3887454,1
63,39.4786647,-0.3869102,1
64,39.4791749,-0.38742,1
65,39.4691961,-0.3573735,1
66,39.4694637,-0.3582743,1
67,39.4763717,-0.370024,1
68,39.474147,-0.3671009,1
69,39.4797884,-0.3663177,1
70,39.4785985,-0.3734005,1
71,39.4791179,-0.3727459,1
72,39.4792131,-0.3744874,1
73,39.4796603,-0.3723185,1
74,39.4795769,-0.3725053,1
75,39.4796833,-0.3749712,1
76,39.4796343,-0.3724552,1
77,39.4797878,-0.3742803,1
78,39.4787347,-0.3730935,1
79,39.4797912,-0.3736896,1
80,39.4797954,-0.3731901,1
81,39.4797784,-0.3730769,1
82,39.4797484,-0.3729992,1
83,39.4794837,-0.3724605,1
84,39.4797537,-0.3734588,1
85,39.4797054,-0.3734182,1
86,39.4796298,-0.3733202,1
87,39.4795789,-0.3731884,1
88,39.4795333,-0.3729772,1
89,39.4795046,-0.3728792,1
90,39.4793776,-0.372547,1
91,39.4795242,-0.3729461,1
92,39.479322,-0.3728775,1
93,39.4795553,-0.3746216,1
94,39.4739358,-0.365637,1
95,39.4746529,-0.3682049,1
96,39.4807177,-0.3754964,1
97,39.4797838,-0.3738988,1
98,39.4806592,-0.3755159,1
99,39.4797885,-0.3738155,1
100,39.4795848,-0.3734125,1
101,39.4713657,-0.3471319,1
102,39.4700855,-0.3448716,1
103,39.4785755,-0.3728031,1
104,39.474636,-0.3395721,1
105,39.4768638,-0.3708334,1
106,39.477147,-0.3711851,1
107,39.4774728,-0.3518036,1
108,39.4639333,-0.3463903,1
109,39.4792181,-0.3718512,1
110,39.4789571,-0.3715634,1
111,39.4789718,-0.371528,1
112,39.479218,-0.3718006,1
113,39.4792464,-0.3717556,1
114,39.4788799,-0.3742592,1
115,39.4767648,-0.3706647,1
116,39.4670452,-0.3279723,1
117,39.4675002,-0.3279165,1
118,39.4794346,-0.3721246,1
119,39.4792272,-0.3722807,1
120,39.479049,-0.3724283,1
121,39.4789701,-0.3724953,1
122,39.478845,-0.3725977,1
123,39.4793409,-0.3723185,1
124,39.47869,-0.3712206,1
125,39.4786745,-0.3711925,1
126,39.4878589,-0.3690468,1
127,39.493646,-0.3732159,1
128,39.4698116,-0.4155766,1
129,39.4669594,-0.4147304,1
130,39.4792888,-0.3720291,1
131,39.4788112,-0.3713344,1
132,39.478867,-0.3714266,1
133,39.4639111,-0.3984425,1
134,39.4582334,-0.4025407,1
135,39.4809862,-0.3712364,1
136,39.4809147,-0.3712476,1
137,39.4768164,-0.3705906,1
138,39.4759361,-0.3698034,1
139,39.4778941,-0.3721524,1
140,39.4784085,-0.3731825,1
141,39.4798819,-0.3762427,1
142,39.4791852,-0.3744533,1
143,39.4785192,-0.3731596,1
144,39.4785399,-0.3731428,1
145,39.4785415,-0.3731763,1
146,39.478471,-0.3730594,1
147,39.4784954,-0.3730396,1
148,39.4784688,-0.3730263,1
149,39.4785985,-0.3729556,1
150,39.4786209,-0.3729373,1
151,39.4785978,-0.3729304,1
152,39.4786454,-0.3730572,1
153,39.4786637,-0.3730423,1
154,39.478664,-0.373071,1
155,39.4787687,-0.3729571,1
156,39.4873677,-0.4039545,1
157,39.4872186,-0.4043073,1
158,39.4787195,-0.3728571,1
159,39.4787414,-0.3728392,1
160,39.4786596,-0.372728,1
161,39.4786778,-0.3727136,1
162,39.4789149,-0.3728384,1
163,39.4788949,-0.3728546,1
164,39.4789148,-0.372869,1
165,39.4788471,-0.3727531,1
166,39.4788687,-0.3727355,1
167,39.4788445,-0.3727192,1
168,39.4790417,-0.3727354,1
169,39.4790123,-0.3727593,1
170,39.4790419,-0.372775,1
171,39.4789699,-0.3726531,1
172,39.4789941,-0.3726334,1
173,39.4789691,-0.3726175,1
174,39.4791423,-0.3726537,1
175,39.479164,-0.3726361,1
176,39.4791651,-0.3726719,1
177,39.4790961,-0.3725503,1
178,39.4791214,-0.3725296,1
179,39.4790949,-0.3725168,1
180,39.4792199,-0.3724494,1
181,39.4792434,-0.3724303,1
182,39.4792173,-0.3724147,1
183,39.4792882,-0.3725352,1
184,39.4792658,-0.3725535,1
185,39.4792889,-0.3725707,1
186,39.4793413,-0.3723505,1
187,39.4793639,-0.3723321,1
188,39.4792875,-0.3722409,1
189,39.4793074,-0.3722241,1
190,39.4793876,-0.3724546,1
191,39.4794122,-0.3724346,1
192,39.4794133,-0.3724697,1
193,39.4795135,-0.3723523,1
194,39.4795386,-0.3723319,1
195,39.479538,-0.3723685,1
196,39.4794688,-0.3722466,1
197,39.4794897,-0.3722297,1
198,39.4794658,-0.3722118,1
199,39.4793148,-0.3721977,1
200,39.4793402,-0.372248,1
201,39.4792979,-0.3722321,1
202,39.4792918,-0.3722195,1
203,39.4794589,-0.3721608,1
204,39.4783884,-0.3731428,1
205,39.4795949,-0.3721685,1
206,39.4787392,-0.3728595,1
207,39.4793605,-0.3723578,1
208,39.4787078,-0.3727106,1
209,39.4786767,-0.372694,1
210,39.4786426,-0.3727438,1
211,39.478646,-0.3727184,1
212,39.4786686,-0.3727209,1
213,39.4796016,-0.3721507,1
214,39.4795778,-0.3721087,1
215,39.4784018,-0.373132,1
216,39.4784215,-0.3731719,1
217,39.4784386,-0.3732063,1
218,39.4784264,-0.3732177,1
219,39.4796345,-0.3722376,1
220,39.4796441,-0.372231,1
221,39.4790374,-0.3744826,1
222,39.4790593,-0.3746019,1
223,39.4761786,-0.3698257,1
224,39.4762067,-0.3698541,1
225,39.4819098,-0.3707216,1
226,39.4807963,-0.3712857,1
227,39.4818777,-0.3705942,1
