node_id,lat,lon,index
0,39.4404722,-0.3701179,0
1,39.4437066,-0.3683645,0
2,39.4454048,-0.3695746,0
3,39.447815,-0.3653943,1
4,39.4469505,-0.3673718,1
5,39.44492,-0.3722414,1
6,39.4481569,-0.3701627,1
7,39.4482287,-0.3699763,1
8,39.4455302,-0.3709421,1
9,39.4456301,-0.3710425,1
10,39.4626044,-0.3624062,1
11,39.4461262,-0.3696493,1
12,39.4460767,-0.369742,1
13,39.4456,-0.370829,1
14,39.4455976,-0.3709568,1
15,39.4453939,-0.3715529,1
16,39.4454001,-0.3717764,1
17,39.444007,-0.366075,1
18,39.4457252,-0.3653068,1
19,39.4538012,-0.3732018,1
20,39.4572354,-0.3752277,1
21,39.4426971,-0.3938343,1
22,39.4887285,-0.3843276,1
23,39.4819148,-0.3930587,1
24,39.4813824,-0.3804878,1
25,39.4861523,-0.3887342,1
26,39.4812004,-0.3800575,1
27,39.4462073,-0.3861588,1
28,39.4479848,-0.392146,1
29,39.4425125,-0.3773485,1
30,39.4426149,-0.3755646,1
31,39.4479737,-0.3643681,1
32,39.4448048,-0.3783888,1
33,39.4447155,-0.3717402,1
34,39.4453607,-0.3710698,1
35,39.4448278,-0.3725502,1
36,39.4458308,-0.3697265,1
37,39.4446971,-0.3720639,1
38,39.44277,-0.377065,1
39,39.4444232,-0.3781298,1
40,39.4433792,-0.3782177,1
41,39.4450763,-0.371841,1
42,39.4454928,-0.3779815,1
43,39.446961,-0.3670533,1
44,39.4448211,-0.3785873,1
45,39.4475467,-0.4146281,1
46,39.4301748,-0.3927427,1
47,39.4444896,-0.3712212,1
48,39.4450501,-0.3695157,1
49,39.4426997,-0.3787344,1
50,39.444507,-0.3771492,1
51,39.4687836,-0.3385598,1
52,39.445011,-0.3725064,1
53,39.445108,-0.3802137,1
54,39.4452066,-0.3724827,1
55,39.4452238,-0.3803065,1
56,39.4452467,-0.3816127,1
57,39.4603125,-0.3829204,1
58,39.460501,-0.3828641,1
59,39.4449013,-0.3713224,1
60,39.4443519,-0.3712332,1
61,39.4387674,-0.3896166,1
62,39.4484881,-0.3715723,1
63,39.4464912,-0.3784996,1
64,39.4467061,-0.374046,1
65,39.4466565,-0.3735249,1
66,39.4460752,-0.3807404,1
67,39.446067,-0.380749,1
68,39.4442768,-0.3723016,1
69,39.4443929,-0.3720404,1
70,39.444619,-0.3742228,1
71,39.444594,-0.3729063,1
72,39.4445822,-0.3727879,1
73,39.444571,-0.3726967,1
74,39.4445618,-0.3725719,1
75,39.4445636,-0.3724134,1
76,39.4445766,-0.3722598,1
77,39.4446007,-0.3720534,1
78,39.4446341,-0.3718877,1
79,39.4446545,-0.3717917,1
80,39.4447397,-0.37153,1
81,39.4447227,-0.3752683,1
82,39.4459097,-0.3770319,1
83,39.4488316,-0.3733304,1
84,39.4471468,-0.3706627,1
85,39.4468052,-0.3704242,1
