node_id,lat,lon,index
0,39.4768847,-0.361774,0
1,39.4750163,-0.3761713,0
2,39.4702796,-0.3372805,0
3,39.4707715,-0.3252749,0
4,39.4700019,-0.3259743,0
5,39.4711583,-0.3352233,0
6,39.471187,-0.3353966,0
7,39.4709124,-0.3350913,0
8,39.4711013,-0.3358273,0
9,39.4728446,-0.3347526,0
10,39.4715724,-0.3350602,0
11,39.4716022,-0.3351667,0
12,39.4715888,-0.3352917,0
13,39.4714982,-0.3353295,0
14,39.4716854,-0.3352623,0
15,39.4715244,-0.3350755,0
16,39.472004,-0.3356558,0
17,39.4714185,-0.3356556,0
18,39.471796,-0.3355567,0
19,39.4716352,-0.3357066,0
20,39.4716676,-0.335808,0
21,39.4715299,-0.3358222,0
22,39.4714737,-0.3358431,0
23,39.4719132,-0.3357022,0
24,39.4717536,-0.3357429,0
25,39.4717018,-0.3362639,0
26,39.471583,-0.3362107,0
27,39.4716165,-0.336077,0
28,39.4918514,-0.3745991,1
29,39.4477261,-0.3896775,1
30,39.4704292,-0.3344102,1
31,39.4700915,-0.3350326,1
32,39.4703275,-0.3343392,1
33,39.4703749,-0.3348895,1
34,39.4698084,-0.3344323,1
35,39.4704679,-0.3347694,1
36,39.4758274,-0.3504824,1
37,39.4703241,-0.3349347,1
38,39.4764392,-0.3501491,1
39,39.4758103,-0.3501562,1
40,39.4761888,-0.3505837,1
41,39.4710345,-0.3344822,1
42,39.4704659,-0.3344574,1
43,39.4762915,-0.3518314,1
44,39.4697408,-0.3348847,1
45,39.4725319,-0.3366192,1
46,39.4717243,-0.3369947,1
47,39.4714435,-0.3360455,1
48,39.4714134,-0.335943,1
49,39.4720741,-0.3352774,1
50,39.4719656,-0.3348033,1
51,39.4709257,-0.3351787,1
52,39.4751685,-0.3469491,1
53,39.4710957,-0.3373061,1
54,39.4707352,-0.3375639,1
55,39.4700686,-0.3353932,1
56,39.4703996,-0.3353979,1
57,39.4695378,-0.3381993,1
58,39.4690574,-0.3373293,1
59,39.4685598,-0.335617,1
60,39.468515,-0.334982,1
61,39.4651817,-0.3501735,1
62,39.4709752,-0.3331291,1
63,39.4687828,-0.3445814,1
64,39.470773,-0.3337955,1
65,39.4707254,-0.3340619,1
66,39.4703762,-0.3353211,1
67,39.47007,-0.3353811,1
68,39.4700478,-0.3353882,1
69,39.4702584,-0.3367161,1
70,39.4703596,-0.3366659,1
71,39.4762323,-0.3337722,1
72,39.4811306,-0.350654,1
73,39.4700541,-0.3350918,1
74,39.4694702,-0.334888,1
75,39.4697601,-0.3350221,1
76,39.5029668,-0.3919637,1
77,39.5031935,-0.3937998,1
78,39.47046,-0.3319955,1
79,39.4756592,-0.3245789,1
80,39.4663964,-0.3373238,1
81,39.4643603,-0.3359538,1
82,39.4706501,-0.3338885,1
83,39.4643552,-0.3363695,1
84,39.4703934,-0.334964,1
85,39.470698,-0.3342157,1
86,39.465723,-0.3232469,1
87,39.4675677,-0.3234446,1
88,39.4715117,-0.3365529,1
89,39.4715794,-0.3364893,1
90,39.4706427,-0.3357898,1
91,39.4706055,-0.3357716,1
92,39.4694984,-0.3422979,1
93,39.4690613,-0.342505,1
94,39.4711889,-0.3356175,1
95,39.4711189,-0.3353812,1
96,39.4711577,-0.3353632,1
97,39.4711007,-0.3351605,1
98,39.4709332,-0.3352196,1
99,39.4707354,-0.3352587,1
100,39.4708805,-0.3357692,1
101,39.4711414,-0.3350557,1
102,39.4710851,-0.3348304,1
103,39.4706366,-0.3349364,1
104,39.4704234,-0.3349739,1
105,39.4704473,-0.3351109,1
106,39.4704797,-0.3352258,1
107,39.4609606,-0.3499621,1
