node_id,lat,lon,index
0,39.4708144,-0.3744702,0
1,39.4827329,-0.3467191,0
2,39.4810928,-0.3471307,0
3,39.4838603,-0.3424334,0
4,39.4814469,-0.3448577,0
5,39.4798864,-0.3346927,0
6,39.4840828,-0.3438638,0
7,39.4822656,-0.3444098,0
8,39.4824613,-0.3455896,0
9,39.4788597,-0.3801394,0
10,39.4785178,-0.3402575,1
11,39.4794265,-0.3398203,1
12,39.4838686,-0.3454195,1
13,39.4828248,-0.3459099,1
14,39.4828006,-0.3460736,1
15,39.4829132,-0.346109,1
16,39.4805498,-0.3473183,1
17,39.4827889,-0.3459692,1
18,39.4828335,-0.3461097,1
19,39.4412306,-0.3691652,1
20,39.4866028,-0.3436214,1
21,39.4828437,-0.3489133,1
22,39.4715675,-0.3725811,1
23,39.4832716,-0.3478212,1
24,39.4831905,-0.3476637,1
25,39.4832195,-0.3475348,1
26,39.4831981,-0.3481801,1
27,39.4830675,-0.3479175,1
28,39.483152,-0.347784,1
29,39.4836409,-0.3474902,1
30,39.4832518,-0.3472635,1
31,39.4832249,-0.3472859,1
32,39.4828935,-0.3461901,1
33,39.4840377,-0.3455779,1
34,39.4839477,-0.3456203,1
35,39.4839683,-0.3453493,1
36,39.4840391,-0.3453944,1
37,39.4840649,-0.3454666,1
38,39.4622528,-0.3524834,1
39,39.4841866,-0.345565,1
40,39.4811412,-0.3475844,1
41,39.4812746,-0.3475171,1
42,39.4813705,-0.3474716,1
43,39.4814653,-0.3473303,1
44,39.4815039,-0.3474639,1
45,39.4816752,-0.3473806,1
46,39.4816227,-0.3471998,1
47,39.4815354,-0.3472362,1
48,39.4814571,-0.346972,1
49,39.4816601,-0.3468823,1
50,39.4817308,-0.3471397,1
51,39.4816581,-0.3471754,1
52,39.4816885,-0.3472961,1
53,39.4818619,-0.3472172,1
54,39.4817568,-0.3468549,1
55,39.4818338,-0.3468189,1
56,39.4817977,-0.3467019,1
57,39.4821492,-0.3464962,1
58,39.4822237,-0.3467421,1
59,39.4821346,-0.3467866,1
60,39.4821711,-0.346913,1
61,39.4822805,-0.3468612,1
62,39.4823172,-0.346977,1
63,39.4821242,-0.3470696,1
64,39.4820914,-0.3469563,1
65,39.4819957,-0.3470025,1
66,39.4822773,-0.3472337,1
67,39.4829313,-0.3484192,1
68,39.4828286,-0.348072,1
69,39.482745,-0.3473619,1
70,39.4831568,-0.3475778,1
71,39.4830347,-0.3479134,1
72,39.48388,-0.346287,1
73,39.4836969,-0.3463765,1
74,39.4836056,-0.3460626,1
75,39.4834504,-0.3461384,1
76,39.4833792,-0.3458938,1
77,39.4835764,-0.3457975,1
78,39.483605,-0.3458956,1
79,39.4840481,-0.3456791,1
80,39.4824409,-0.34436,1
81,39.4826802,-0.3442455,1
82,39.4826369,-0.3452467,1
83,39.4823756,-0.3453759,1
84,39.4822606,-0.3449854,1
85,39.4825219,-0.3448562,1
86,39.4801722,-0.3417229,1
87,39.4806457,-0.3468806,1
