node_id,lat,lon,addr:housenumber,addr:postcode,addr:street,building,building:levels,denomination,historic,landuse,leisure,tourism,sport,area
15219216,60.1657669,24.925065,,,,detached,,,,,,,,
15219703,60.1650811,24.9216981,1,,Mechelininkatu,,,,,,,,,
15219705,60.1656866,24.9256975,,,,detached,,,,,,,,
15242597,60.162846,24.9440002,,,,school,3,,,,,,,
15242619,60.167035,24.931397,,,,,,,,,,,,
15242631,60.1665105,24.9316563,,,,,,,,,,,,
15242721,60.2235793,24.8601411,40,,Pit?j?nm?entie,retail,,,,,,,,
15242723,60.2232384,24.8589232,,,,industrial,1,,,,,,,
15242728,60.2225232,24.8584066,3,,Takkatie,industrial,,,,,,,,
15242729,60.222087,24.858893,,,,,,,,,,,,
15242740,60.2224531,24.8597675,,,,,,,,,,,,
15242906,60.169264,24.9651521,1a,160,Laivastokatu,restaurant,3.5,,,,,,,
15242921,60.1684504,24.9599471,1,160,Kanavakatu,place_of_worship,,orthodox,,,,attraction,,
15242942,60.1653173,24.963733,6,160,Katajanokanlaituri,conference_centre,,,,commercial,,,,
15243425,60.1960627,25.0281551,8,,Hiiht?j?ntie,apartments,,,,,,,,
15243470,60.1988948,25.0308056,2,800,M?yr?tie,kindergarten,,,,,,,,
15243476,60.200308,25.0305965,26,800,Hiihtom?entie,apartments,5,,,,,,,
15243477,60.2008124,25.0305248,28,800,Hiihtom?entie,apartments,5,,,,,,,
15243479,60.2011799,25.0295748,7,800,M?yr?tie,apartments,,,,,,,,
15243481,60.2015324,25.0289121,12,800,M?yr?tie,apartments,,,,,,,,
15243484,60.201668,25.0299965,9,800,M?yr?tie,apartments,,,,,,,,
15243485,60.2021879,25.0305293,,,,apartments,4,,,,,,,
15243492,60.2021198,25.0295768,14,800,M?yr?tie,apartments,,,,,,,,
15243494,60.2017862,25.0311648,32,800,Hiihtom?entie,apartments,5,,,,,,,
