node_id,lat,lon,addr:housenumber,addr:postcode,addr:street,building,building:levels,denomination,historic,landuse,leisure,tourism,sport,area
61375252,28.5008724,-81.4283468,,,,,,,,,,,,2.37E-07
61375253,28.5000436,-81.4308164,,,,,,,,,,,,2.58E-07
61375254,28.5010353,-81.429484,,,,,,,,,,,,2.00E-07
61375255,28.4923568,-81.4272187,4000,32839,Millenia Boulevard,,,,,,,,,6.42E-07
61375256,28.4987178,-81.4313571,,,,commercial,,,,,,,,2.58E-07
61375257,28.5005375,-81.4324716,,,,,,,,,,,,7.34E-07
61375258,28.4953052,-81.4303682,,,,,,,,,,,,1.09E-06
61375259,28.5008799,-81.4286517,,,,,,,,,,,,2.47E-07
61375260,28.494795,-81.4273603,,,,,,,,,,,,9.61E-07
61375261,28.4997026,-81.4299373,,,,,,,,,,,,2.08E-07
61375262,28.4932649,-81.4306846,4750,,Millenia Plaza Way,,,,,,,,,1.64E-06
61375263,28.4964402,-81.429285,,,,,,,,,,,,1.76E-07
61375265,28.4984296,-81.4308456,,,,commercial,,,,,,,,2.52E-07
61375266,28.500951,-81.4301696,,,,,,,,,,,,2.11E-07
61375268,28.4892818,-81.4338815,,,,,,,,,,,,3.81E-07
61375269,28.4989986,-81.4316324,,,,commercial,,,,,,,,2.62E-07
61375271,28.4966091,-81.4273616,,,,,,,,,,,,1.20E-06
61375272,28.4997901,-81.4305449,,,,,,,,,,,,2.77E-07
66703403,28.4726171,-81.474339,,,,,,,,,,,,6.13E-08
67571409,28.5438333,-81.3751925,,,,,,,,,,,,
67594602,28.5362463,-81.3768891,525,,Magnolia Avenue,,,,,,,,,
67595131,28.5368332,-81.3769848,100,,Anderson Street,apartments,,,,,,,,
67595133,28.5372025,-81.3791653,450,,South Orange Avenue,,,,,,,,,
67595208,28.538106,-81.3797376,420,,South Orange Avenue,,,,,,,,,
69545809,28.5599971,-81.3781222,,,,,,,,,,,,
69708691,28.5423485,-81.3814273,135,,Central Boulevard,bank,,,,,,,,
69709330,28.5449436,-81.3812538,,,,,,,,,,,,
69709331,28.5452783,-81.3816549,,,,,,,,,,,,
69709332,28.5454562,-81.3813801,,,,,,,,,,,,
69709333,28.5454736,-81.3816548,,,,,,,,,,,,
69709345,28.545868,-81.3816996,133,,Robinson Street,,,,,,,,,
69709386,28.5461713,-81.3815093,,,,,,,,,,,,
69709472,28.5472742,-81.3810673,100,,Livingston Street,,,,,,,,,
69709473,28.5469788,-81.381067,,,,place_of_worship,,,,,,,,
72169896,28.4639457,-81.4753067,,,,office,,,,,,,,3.53E-08
72169903,28.4626616,-81.4753,,,,office,2,,,,,,,3.60E-08
72169905,28.4625672,-81.4772042,,,,,,,,,,,,8.71E-08
72175095,28.4616623,-81.4753162,,,,,,,,,,,,2.58E-07
72209920,28.4719434,-81.4691812,,,,,,,,,,,,1.32E-08
72209926,28.4717006,-81.4680724,,,,,,,,,,,,3.19E-08
72209949,28.472317,-81.4686292,,,,,,,,,,,,5.85E-08
72209960,28.4729181,-81.4628012,,,,,,,,,,,,2.36E-07
76734482,28.5259078,-81.38165,1400,32806,Sligh Boulevard,train_station,,,,,,,,
76736375,28.5573693,-81.3773738,,,,social_facility,,,,,,,,
77079183,28.5730303,-81.3843191,,,,,,,,,,,,
77080442,28.5615586,-81.3606908,,,,,,,,,,,,
77080443,28.5618566,-81.3607253,,,,,,,,,,,,
77082320,28.5452288,-81.4381591,,,,community_centre,,,,,,,,
77082549,28.5201045,-81.4210223,,,,community_centre,,,,,,,,
77082570,28.5426168,-81.3576101,,,,community_centre,,,,,,,,
77082610,28.5317031,-81.3754,,,,,,,,,,,,
77083014,28.5485322,-81.407755,,,,community_centre,,,,,,,,
77431415,28.5393209,-81.3777951,,,,parking,,,,,,,,
78597354,28.5480119,-81.3841185,401,32801,W Livingston Street,arts_centre,,,,leisure,,,,
78598682,28.550483,-81.3848065,,,,parking,,,,,,,,
80539492,28.5499065,-81.3847853,,,,,,,,,,,,
80539511,28.5503004,-81.3837374,301,32801,W Amelia Street,school,,,,,,,,
80540318,28.5489239,-81.3841852,398,,Amelia Street,,,,,,,,,
80540564,28.5492134,-81.3836979,,,,,,,,,,,,
80579969,28.5436226,-81.3815252,99,,Garland Avenue,,,,,,,,,
80581091,28.5409427,-81.3812702,101,,Garland Avenue,,,,,,,,,
80581099,28.5405252,-81.3813707,,,,restaurant,,,,,,,,
80581100,28.5404945,-81.3815272,129,,Church Street,restaurant,,,,,,,,
80581101,28.5405168,-81.3811959,,,,,,,,,,,,
80581159,28.5405246,-81.3809813,,,,,,,,,,,,
80581197,28.5399985,-81.3813895,128,,Church Street,bar,,,,,,,,
80581260,28.5398506,-81.3812207,,,,,,,,,,,,
80581261,28.5395382,-81.3811036,225,,Garland Avenue,,,,,,,,,
80591328,28.5365668,-81.3778899,520,,Magnolia Avenue,,,,,,,,,
80591597,28.5359262,-81.3763706,125,,Lucerne Circle North,,,,,,,,,
80591901,28.5358387,-81.3755743,,,,,,,,,,,,
80591903,28.535945,-81.3753029,,,,,,,,,,,,
80591905,28.5356098,-81.3754308,211,,Lucerne Circle North,,,,,,,hotel,,
80591907,28.5355117,-81.3750543,500,,Delaney Avenue,,,,,,,,,
80591909,28.536163,-81.3750563,496,,Delaney Avenue,,,,,,,,,
80591912,28.5358773,-81.3759333,135,,Lucerne Circle North,,,,,,,,,
80595288,28.5357718,-81.3750801,,,,parking,,,,,,,,
80607064,28.5376161,-81.3744908,,,,parking,,,,,,,,
80608536,28.5382087,-81.3754981,401,,Rosalind Avenue,,,,,,,,,
80641778,28.5405564,-81.3792466,190,,South Orange Avenue,college,,,,,,,,
80641779,28.5406371,-81.3793404,130,,South Orange Avenue,,,,,,,,,
80642277,28.5408816,-81.3792506,,,,,,,,,,,,
80642464,28.540965,-81.3792517,114,,South Orange Avenue,,,,,,,,,
80642465,28.541059,-81.3792529,110,,South Orange Avenue,,,,,,,,,
80643085,28.541174,-81.3792543,100,,South Orange Avenue,,,,,,,,,
80643264,28.5414672,-81.3795076,,,,,,,,,,,,
80643265,28.5416275,-81.379244,24,,South Orange Avenue,,,,,,,,,
80643267,28.5418734,-81.379249,2,,South Orange Avenue,bank,,,,,,,,
80643526,28.5418427,-81.3786854,1,,South Orange Avenue,,,,,,,,,
80643527,28.5416792,-81.3787604,17,,South Orange Avenue,,,,,,,,,
80643528,28.5415984,-81.3788196,21,,South Orange Avenue,fast_food,,,,,,,,
80643529,28.5417628,-81.3787613,15,,South Orange Avenue,,,,,,,,,
80643537,28.5415022,-81.3785349,17,,Pine Street,,,,,,,,,
80643548,28.5415004,-81.3787493,29,,South Orange Avenue,,,,,,art_gallery,,,
80644892,28.5422887,-81.3787988,1,,North Orange Avenue,,,,,,,,,
80644893,28.5424679,-81.3787997,,,,,,,,,,,,
80644896,28.5425566,-81.3794873,20,,North Orange Avenue,,,,,,,,,
80644900,28.5429874,-81.3793825,46,,North Orange Avenue,nightclub,,,,,,,,
80644902,28.5432692,-81.3793667,,,,,,,,,,,,
80645286,28.543055,-81.3788429,49,,North Orange Avenue,bar,,,,,,,,
80645287,28.543345,-81.3788163,,,,,,,,,,,,
80645288,28.5431597,-81.3788071,,,,,,,,,,,,
