id,lon,lat
610,-84.3351497,33.7592538
611,-84.34585,33.755426
612,-84.3438856,33.7554124
613,-84.343354,33.755415
614,-84.3420283,33.7553987
615,-84.3407321,33.7554108
616,-84.334816,33.755555
617,-84.337082,33.76486
618,-84.3488524,33.7738461
619,-84.3450617,33.7747054
620,-84.3386027,33.7740184
621,-84.3359487,33.7739951
622,-84.330874,33.773685
623,-84.3300417,33.7735107
624,-84.340443,33.765988
625,-84.3404459,33.7665263
626,-84.314555,33.754743
627,-84.312329,33.756884
628,-84.332369,33.727926
629,-84.3216949,33.7523048
630,-84.3217222,33.7531881
631,-84.32172,33.756256
632,-84.321629,33.757198
633,-84.321664,33.760328
634,-84.3219027,33.7610879
635,-84.3404496,33.7931823
636,-84.3419933,33.7955817
637,-84.348074,33.7340921
638,-84.34841,33.809916
639,-84.332794,33.773184
640,-84.3481474,33.7502162
641,-84.3474853,33.7502234
642,-84.3421612,33.752465
643,-84.3422069,33.7506821
644,-84.3422125,33.7505395
645,-84.342258,33.7475614
646,-84.3330091,33.7674853
647,-84.3306514,33.7674792
648,-84.32949,33.767427
649,-84.328372,33.767408
650,-84.326373,33.767349
651,-84.3445973,33.7972501
652,-84.3427233,33.7981564
653,-84.32846,33.76629
654,-84.315584,33.7645449
655,-84.334015,33.7790153
656,-84.335668,33.735085
657,-84.3407598,33.7506805
658,-84.348224,33.796057
659,-84.345135,33.795337
660,-84.327896,33.764867
661,-84.3036498,33.7471982
662,-84.3392696,33.7633211
663,-84.339977,33.764863
664,-84.339416,33.764856
665,-84.339411,33.765951
666,-84.339344,33.7685
667,-84.343622,33.767734
668,-84.348414,33.779755
669,-84.32702,33.76628
670,-84.348382,33.776317
671,-84.31887,33.765603
672,-84.319626,33.766047
673,-84.332997,33.764858
674,-84.333022,33.769018
675,-84.333034,33.770528
676,-84.331386,33.773381
677,-84.3309576,33.7736311
678,-84.330256,33.774753
679,-84.3013842,33.7501853
680,-84.296089,33.7502082
681,-84.343248,33.764914
682,-84.3153605,33.7473139
683,-84.3112299,33.7473005
684,-84.3419295,33.7475564
685,-84.341929,33.745831
686,-84.313795,33.75785
687,-84.3480614,33.7379759
688,-84.3472066,33.7379894
689,-84.343414,33.770283
690,-84.333985,33.726889
691,-84.33326,33.726895
692,-84.3476692,33.758426
693,-84.3451169,33.7583745
694,-84.344613,33.7583724
695,-84.330605,33.764845
696,-84.330648,33.768996
697,-84.330677,33.770519
698,-84.330667,33.771609
699,-84.311142,33.739682
700,-84.31117,33.739493
701,-84.321564,33.726538
702,-84.322054,33.726219
703,-84.324476,33.725009
704,-84.325906,33.724297
705,-84.33499,33.773557
706,-84.3478169,33.7736365
707,-84.3430552,33.7743702
708,-84.3386888,33.773621
709,-84.338078,33.7736055
710,-84.323184,33.756358
711,-84.333779,33.732739
712,-84.3013765,33.7489711
713,-84.3014773,33.7483784
714,-84.3021965,33.7476698
715,-84.3026597,33.7471942
716,-84.3477663,33.7945666
717,-84.345191,33.794509
718,-84.2961303,33.7489262
719,-84.293996,33.748839
720,-84.2934202,33.7400617
721,-84.2912257,33.7400705
722,-84.293383,33.740757
723,-84.3249555,33.7624197
724,-84.3251066,33.7628564
725,-84.3051845,33.7483912
726,-84.3332498,33.747432
727,-84.3332547,33.7469081
728,-84.3335376,33.7459862
729,-84.3350761,33.7379824
730,-84.2933719,33.7413089
731,-84.333737,33.727925
732,-84.3206123,33.7498742
733,-84.3176943,33.7493804
734,-84.290804,33.741822
735,-84.2902775,33.7406411
736,-84.32467,33.7509719
737,-84.3126041,33.7654019
738,-84.3157919,33.764995
739,-84.330992,33.720614
740,-84.330079,33.719366
741,-84.329934,33.718611
742,-84.347459,33.751065
743,-84.348134,33.751092
744,-84.3481615,33.7476098
745,-84.341373,33.738099
746,-84.3382967,33.7746237
747,-84.348061,33.764973
748,-84.346857,33.764947
749,-84.344731,33.764906
750,-84.3443584,33.7649019
751,-84.333928,33.764846
752,-84.332176,33.76486
753,-84.329495,33.76486
754,-84.3227092,33.7644352
755,-84.322526,33.7644333
756,-84.3451689,33.745371
757,-84.328851,33.740067
758,-84.320165,33.758533
759,-84.3177236,33.7586153
760,-84.3171828,33.7586367
761,-84.291298,33.750661
762,-84.339814,33.803591
763,-84.3115718,33.7543921
764,-84.3418966,33.7604585
765,-84.345046,33.76052
766,-84.3438007,33.7603869
767,-84.3406878,33.760591
768,-84.334288,33.76138
769,-84.3328948,33.7615492
770,-84.3131298,33.7414446
771,-84.3227043,33.7642772
772,-84.3404594,33.7935742
773,-84.3337019,33.7554109
774,-84.333399,33.74335
775,-84.332163,33.763764
776,-84.3467249,33.7990618
777,-84.3449591,33.8009256
778,-84.341175,33.802497
779,-84.296111,33.738579
780,-84.3481864,33.8454066
781,-84.3138268,33.7601424
782,-84.3112672,33.7529605
783,-84.3106771,33.7534489
784,-84.343205,33.766497
785,-84.3014317,33.7471704
786,-84.348335,33.777193
787,-84.3331896,33.7506837
788,-84.338451,33.750338
789,-84.337572,33.750628
790,-84.3368316,33.7508513
791,-84.33154,33.720625
792,-84.3484777,33.792716
793,-84.3454598,33.7925303
794,-84.320104,33.756179
795,-84.327816,33.726338
796,-84.326506,33.725175
797,-84.3097488,33.7472834
798,-84.291864,33.741452
799,-84.3407308,33.7559549
800,-84.3407214,33.7563463
801,-84.343771,33.760929
802,-84.3230566,33.7604451
803,-84.3207642,33.7617632
804,-84.3138489,33.7647998
805,-84.320125,33.757212
806,-84.3066713,33.7496694
807,-84.3066373,33.7472463
808,-84.339744,33.755985
809,-84.3103633,33.7536808
810,-84.30514,33.747207
811,-84.3274373,33.7248074
812,-84.2962324,33.7471243
813,-84.34019,33.75637
814,-84.3231884,33.7532264
815,-84.3202153,33.7522827
816,-84.3292233,33.7506023
817,-84.345487,33.793468
818,-84.3481177,33.7936559
819,-84.3285741,33.7474168
820,-84.3208162,33.7473407
821,-84.294068,33.747096
822,-84.3408443,33.8028085
823,-84.3405149,33.8030899
824,-84.337925,33.804589
825,-84.3360975,33.7431888
826,-84.3373014,33.7500836
827,-84.320416,33.760593
828,-84.3480684,33.7368889
829,-84.3480614,33.7327779
830,-84.3420866,33.7791971
831,-84.329728,33.732166
832,-84.337022,33.7341977
833,-84.3445932,33.7524968
834,-84.323124,33.7603765
835,-84.3386482,33.7492201
836,-84.443016,33.739621
837,-84.443106,33.738481
838,-84.442325,33.804265
839,-84.442923,33.804262
840,-84.444459,33.804258
841,-84.445185,33.804267
842,-84.445992,33.802378
843,-84.4386867,33.8043703
844,-84.438956,33.804333
845,-84.3889156,33.7653237
846,-84.391904,33.765318
847,-84.393102,33.765317
848,-84.3945873,33.7653268
849,-84.3953366,33.7653314
850,-84.396128,33.765343
851,-84.39738,33.765353
852,-84.3673795,33.8784957
853,-84.3664757,33.878781
854,-84.4084543,33.7700437
855,-84.4084585,33.7711549
856,-84.4081944,33.7725083
857,-84.350431,33.860106
858,-84.39921,33.728095
859,-84.400009,33.728097
860,-84.400799,33.728098
861,-84.401622,33.728097
862,-84.402409,33.728103
863,-84.403181,33.728108
864,-84.403997,33.728114
865,-84.40483,33.72812
866,-84.405975,33.728128
867,-84.406969,33.728135
868,-84.407972,33.728143
869,-84.375765,33.805513
870,-84.37465,33.80553
871,-84.3732631,33.8055395
872,-84.3685025,33.8054703
873,-84.367368,33.805442
874,-84.425486,33.877304
875,-84.431031,33.877606
876,-84.4528372,33.7512911
877,-84.452815,33.751749
878,-84.452778,33.752902
879,-84.452772,33.75419
880,-84.3650029,33.6549822
881,-84.3671184,33.6532801
882,-84.3675881,33.6533869
883,-84.3692544,33.6494679
884,-84.3678427,33.6529354
885,-84.3678294,33.6536463
886,-84.492882,33.762793
887,-84.492343,33.762305
888,-84.4915266,33.7618591
889,-84.488288,33.760953
890,-84.4855824,33.7602343
891,-84.4886965,33.7988052
892,-84.349231,33.824751
893,-84.351868,33.823371
894,-84.3556621,33.8228028
895,-84.352586,33.823538
896,-84.358336,33.822479
897,-84.3562428,33.8235113
898,-84.382576,33.789354
899,-84.382033,33.788827
900,-84.3564828,33.7645998
901,-84.3585392,33.7672881
902,-84.4068962,33.6972807
903,-84.4049754,33.6990275
904,-84.4039735,33.6986564
905,-84.4039366,33.6946134
906,-84.403005,33.6933395
907,-84.4015217,33.6915285
908,-84.3997006,33.6895479
909,-84.3994002,33.6891923
910,-84.3986487,33.6844139
911,-84.4032569,33.7422785
912,-84.5155433,33.692546
913,-84.5150666,33.6923213
914,-84.5149227,33.6922189
915,-84.514562,33.6919787
916,-84.515188,33.694086
917,-84.515991,33.694192
918,-84.5154205,33.6931177
919,-84.515487,33.6928154
920,-84.515849,33.692002
921,-84.5145876,33.6912846
922,-84.514449,33.692678
923,-84.514819,33.695152
924,-84.5154664,33.6950473
925,-84.45641,33.786168
926,-84.456307,33.78654
927,-84.4923692,33.7863953
928,-84.4921794,33.7866474
929,-84.3582272,33.7439028
930,-84.3582297,33.7440747
931,-84.3581941,33.7465902
932,-84.3821596,33.7610173
933,-84.3816801,33.7610386
934,-84.3795731,33.7602013
935,-84.3786019,33.7578294
936,-84.456214,33.738868
937,-84.456484,33.738872
938,-84.501326,33.688234
939,-84.4036078,33.7004372
940,-84.404945,33.6969493
941,-84.4054918,33.6967415
942,-84.4052751,33.6965458
943,-84.4051705,33.6972754
944,-84.4045337,33.7012778
945,-84.4506129,33.780796
946,-84.45081,33.781622
947,-84.355603,33.764332
948,-84.3595029,33.8535989
949,-84.3584528,33.8521684
950,-84.3578537,33.8519098
951,-84.4269614,33.8311205
952,-84.4363794,33.8626487
953,-84.4365877,33.8624169
954,-84.3877485,33.7957391
955,-84.400242,33.680252
956,-84.399901,33.680417
957,-84.4065454,33.6812649
958,-84.4071965,33.678503
959,-84.4051574,33.6781879
960,-84.395997,33.677441
961,-84.396104,33.67935
962,-84.406177,33.677123
963,-84.406413,33.676059
964,-84.39995,33.6811368
965,-84.3982071,33.6770331
966,-84.3989298,33.6814368
967,-84.3991346,33.6848212
968,-84.3992069,33.6863703
969,-84.4010942,33.6884962
970,-84.4031066,33.6919253
971,-84.4037127,33.6927943
972,-84.40727,33.696006
973,-84.4285278,33.8466439
974,-84.4307141,33.8485077
975,-84.409254,33.837989
976,-84.3939605,33.7249591
977,-84.3950904,33.7226538
978,-84.4907733,33.6818961
979,-84.4912277,33.6802665
980,-84.4913161,33.6818345
981,-84.3793206,33.7428069
982,-84.3759952,33.7432633
983,-84.3572618,33.7249392
984,-84.359749,33.724698
985,-84.3601823,33.7240464
986,-84.35957,33.723924
987,-84.421226,33.697874
988,-84.4183988,33.6980799
989,-84.4175,33.698143
990,-84.415136,33.697432
991,-84.412733,33.696865
