node_id,lat,lon
0,32.7999578,-117.2414531
1,32.7728811,-117.1932939
2,32.765797,-117.1959538
3,32.709979,-117.0606706
4,32.787739,-117.1690374
5,32.7435455,-117.1898078
6,32.8121415,-117.153384
7,32.7220302,-117.0852325
8,32.8258091,-117.2253456
9,32.7101405,-117.0590553
10,32.6726748,-117.0612048
11,32.8307545,-117.1035951
12,32.7743832,-117.1605895
13,32.7733265,-117.1812653
14,32.8109277,-117.2646187
15,32.7513576,-117.2451316
16,32.7461395,-117.1945606
17,32.7953004,-117.2502883
18,32.6930509,-117.1321378
19,32.8324138,-117.2772034
20,32.7987702,-117.2468901
21,32.7019353,-117.0469921
22,32.9171257,-117.1298091
23,32.7367759,-117.0919362
24,32.7013839,-117.1485646
25,32.862448,-117.1058386
26,32.7476984,-117.1285381
27,32.7215106,-117.168973
28,32.8787936,-117.2339367
29,32.8306544,-117.1517491
30,32.7195418,-117.0741491
31,32.7109765,-117.1608175
32,32.7482009,-117.1316957
33,32.7305222,-117.1613852
34,32.712783,-117.1515984
35,32.7208223,-117.2301573
36,32.9000277,-117.1902813
37,32.7401766,-117.1780451
38,32.9334535,-117.0911675
39,32.9407634,-117.2411713
40,32.6800481,-117.0657503
41,32.9279556,-117.1360368
42,32.5532791,-116.9350302
43,32.9144779,-117.2328394
44,32.577046,-117.0795181
45,32.9134997,-117.109094
46,32.8297549,-117.2772983
47,32.7484825,-117.1614417
48,32.8949458,-117.1422029
49,32.8984704,-117.1202096
50,32.8014377,-117.2364189
51,32.8863543,-117.1531035
52,32.7498701,-117.0905389
53,32.7550149,-117.2032961
54,32.7182727,-117.1669704
55,32.9040633,-117.1903324
56,32.7045587,-117.1501504
57,32.8782682,-117.1812557
58,32.8043291,-117.2534289
59,32.7608039,-117.1144188
60,32.8615167,-117.2062722
61,32.7621624,-117.0672135
62,32.89159,-117.1484925
63,32.8473989,-117.2724037
64,32.8712436,-117.2328584
65,32.7941446,-117.2534672
66,32.7408096,-117.2241355
67,32.7554689,-117.2376517
68,32.7489724,-117.2397359
69,32.7490854,-117.2399683
70,32.7489722,-117.2396313
71,32.748902,-117.2396919
72,32.748868,-117.2395973
73,32.7489326,-117.2395054
74,32.7487654,-117.2394335
75,32.7489108,-117.2393934
76,32.7486938,-117.239326
77,32.7486155,-117.2391947
78,32.7487317,-117.2391446
79,32.7490282,-117.2398373
80,32.7249335,-117.2265431
81,32.7539832,-117.1978729
82,32.7369032,-117.2194631
83,32.8501068,-117.2506878
84,32.7533768,-117.2348406
85,32.7539293,-117.2339678
86,32.7742741,-117.0734494
87,32.7405248,-117.2323234
88,32.740633,-117.2324108
89,32.7310447,-117.2394112
90,32.7393366,-117.2273568
91,32.7319874,-117.2408941
92,32.7481855,-117.252256
93,32.748871,-117.2389485
94,32.7490215,-117.239062
95,32.7494435,-117.239686
96,32.749499,-117.23978
97,32.7493255,-117.239794
98,32.7494645,-117.2398885
99,32.7493785,-117.2399115
100,32.74972,-117.239449
101,32.7498,-117.2395145
102,32.7498115,-117.23964
103,32.749864,-117.239726
104,32.749555,-117.239268
105,32.74964,-117.239392
106,32.749404,-117.238973
107,32.7498895,-117.2392495
108,32.75,-117.2391815
109,32.7499315,-117.238413
110,32.750391,-117.239837
111,32.7287115,-117.2250484
112,32.7410177,-117.225959
113,32.7402254,-117.2286084
114,32.740101,-117.2285181
115,32.739988,-117.228335
116,32.739906,-117.2282015
117,32.7398073,-117.2280449
118,32.7397869,-117.2277784
119,32.7399212,-117.2276411
120,32.7389783,-117.2278132
121,32.7387729,-117.2282804
122,32.7386293,-117.2279707
123,32.7385661,-117.2287898
124,32.7795298,-117.1987835
125,32.7482204,-117.2227733
126,32.7333442,-117.2413198
127,32.7385301,-117.2271612
128,32.7384706,-117.2269745
129,32.73847,-117.2267728
130,32.7383686,-117.2265342
131,32.8941308,-117.2102091
132,32.7382549,-117.2260026
133,32.7381897,-117.2261288
134,32.7380663,-117.2258978
135,32.7379654,-117.2257911
136,32.7380474,-117.2256515
137,32.7379524,-117.2255993
138,32.7381546,-117.2254554
139,32.7387234,-117.2249279
140,32.7388522,-117.2250479
141,32.7392484,-117.2247452
142,32.7391522,-117.2248268
143,32.7393171,-117.2245718
144,32.7392877,-117.2244381
145,32.7391977,-117.2245812
146,32.7217426,-117.2327567
147,32.7787306,-117.1455676
148,32.7442313,-117.2348748
149,32.7447254,-117.2350617
150,32.7448991,-117.2350334
