src_id,dst_id,distance
5007139.0,9281502.0,0.006474743809601057
9281502.0,10120283.0,0.012841039347729462
10120283.0,10153012.0,0.009504296041792388
10153012.0,10249512.0,0.016211349666207308
10249512.0,10249532.0,0.006103436154330555
10249532.0,10249533.0,0.0009808819755705736
10249533.0,10380364.0,0.03185454908329504
10380364.0,10380366.0,0.0002779479267781229
10380366.0,10380367.0,0.0009078134444917218
10380367.0,10380369.0,0.00570550618437892
10380369.0,10380370.0,0.0012942361221992078
10380370.0,10531151.0,0.03821166027340208
10531151.0,11181009.0,0.003690471896655473
11181009.0,11853821.0,0.027950365064700288
11853821.0,11975176.0,0.04067381292305763
11975176.0,11975177.0,0.0003636545201147074
11975177.0,11975178.0,0.0004427013101402584
11975178.0,12211933.0,0.004556271726971028
12211933.0,12403536.0,0.011623612309860688
12403536.0,13073736.0,0.01869360419876629
13073736.0,13077887.0,0.02883373543923551
13077887.0,13789137.0,0.03847106032136277
13789137.0,15218690.0,0.013165294140656552
15218690.0,15218691.0,0.002045498337815397
15218691.0,15218692.0,0.0013237855453211561
15218692.0,15218693.0,0.0007376391529738326
15218693.0,15218694.0,0.0022274076995477533
15218694.0,15218699.0,0.0005787493066947638
15218699.0,15218811.0,0.00017870069950140884
15218811.0,15224042.0,0.001618484847011466
15224042.0,15242496.0,0.001221758589080224
15242496.0,15242498.0,0.0005907456474653246
15242498.0,15242502.0,0.0005894590910299747
15242502.0,15242504.0,0.0003992663522011516
15242504.0,15242506.0,0.00048506210942627807
15242506.0,15242508.0,0.00045075608703613803
15242508.0,15242509.0,0.0006201291559025403
15242509.0,15896027.0,0.030670214223249243
15896027.0,16077050.0,0.030787687275273527
16077050.0,16077051.0,0.00033837235407041023
16077051.0,16077055.0,0.0010325731983779963
16077055.0,16077058.0,0.0007765766156690079
16077058.0,16077059.0,0.00023361035936072833
16077059.0,16077060.0,0.00046431180256575595
16077060.0,16077061.0,0.0008555608745138945
16077061.0,16077062.0,0.0004192902693856573
16077062.0,16190253.0,0.0012123612044269746
16190253.0,16190254.0,0.0005009452864335789
16190254.0,16190257.0,0.0006952913705771149
16190257.0,16190264.0,0.00032114199352133025
16190264.0,16190266.0,0.0005632861528567918
16190266.0,16190291.0,0.0009119390330547038
16190291.0,16190295.0,0.0005327636342664114
16190295.0,16190297.0,0.0011653987171776048
16190297.0,16190298.0,0.0003511556350129978
16190298.0,16190299.0,0.0003810293033348123
16190299.0,16281117.0,0.004063321179776384
16281117.0,17436801.0,0.018724571194556176
17436801.0,17436803.0,0.0005302558816256868
17436803.0,20412697.0,0.020739328885961045
20412697.0,20412698.0,0.0014505299617732614
20412698.0,20412700.0,0.0007387555617371091
20412700.0,20418648.0,0.0019852635996273275
20418648.0,20418650.0,0.0013134666992338025
20418650.0,20418651.0,0.0008745453961891144
20418651.0,20418653.0,0.002183451224552453
20418653.0,20418654.0,0.0011381967009269267
20418654.0,20418656.0,0.00041726716861207767
20418656.0,20418657.0,0.001174712875558391
20418657.0,20418658.0,0.0004782100479914545
20418658.0,20418663.0,0.0018083989161690576
20418663.0,20418665.0,0.00026829918002301126
20418665.0,20418667.0,0.0006458368602045171
20418667.0,21252091.0,0.014112630785930818
21252091.0,22893985.0,0.01487834066184825
22893985.0,23167750.0,0.036967543338989294
23167750.0,23167751.0,6.326657885469942e-05
23167751.0,23167752.0,0.0002089117038359802
23167752.0,23167753.0,0.0004260355384215701
23167753.0,23167754.0,0.0002559912693823888
23167754.0,23167755.0,0.0006270489055868125
23167755.0,23309509.0,0.012414633844376285
23309509.0,23309512.0,0.0018578736367114404
23309512.0,23360931.0,0.0058744020504232185
23360931.0,23377184.0,0.048358431488211805
23377184.0,23377185.0,0.0014168273289322196
23377185.0,23377876.0,0.04616618963754736
23377876.0,23377877.0,0.005305478649473474
23377877.0,23377878.0,0.0070017857279400944
23377878.0,23389251.0,0.030202221664308113
23389251.0,23389252.0,0.0004019231891797131
23389252.0,23389253.0,0.0013421890775916596
23389253.0,23389254.0,0.002779956015841694
23389254.0,23389258.0,0.003960957764228301
23389258.0,23389260.0,0.0027441472591682313
23389260.0,23389265.0,0.0028214792219684766
23389265.0,23389266.0,0.000474970251701183
23389266.0,23389267.0,0.0006157270336761858
23389267.0,23389268.0,0.0007375623702430291
23389268.0,23389269.0,0.0007283182340176331
23389269.0,23389270.0,0.00036707124648885966
23389270.0,23389271.0,0.0018281832320638733
23389271.0,23389273.0,0.0026476753445226924
23389273.0,23389274.0,0.003219082883369084
23389274.0,23389275.0,0.000596871451822316
23389275.0,23389279.0,0.0024492485806874215
23389279.0,23389281.0,0.0011893054653827275
23389281.0,23389283.0,0.0010105122364429174
23389283.0,23389284.0,0.000642541469477755
23389284.0,23389285.0,0.0008004373616956601
23389285.0,23389286.0,0.0005793450094695917
23389286.0,23389289.0,0.0013605452509943773
23389289.0,23389292.0,0.0007514740248337072
23389292.0,23389296.0,0.0011297560975692287
23389296.0,23389300.0,0.0008981533276679008
23389300.0,23389307.0,0.0010032660664053364
23389307.0,23389309.0,0.0006882501434820031
23389309.0,23389310.0,0.0019244791321308945
23389310.0,23389311.0,0.0005227613317775739
23389311.0,23389312.0,0.0008679308382576203
23389312.0,23389313.0,0.0005318836808928264
23389313.0,23389315.0,0.002919578094519731
23389315.0,23389316.0,0.0013262816933057883
23389316.0,23389317.0,0.0012403451213284526
23389317.0,23389318.0,0.0009371678718346813
23389318.0,23389319.0,0.0007013172178098796
23389319.0,23389322.0,0.001995595652931942
23389322.0,23389323.0,0.0004894875381423346
