node_id,lat,lon
0,60.1758743,24.9335541
1,60.2087651,25.1416241
2,60.1982344,25.043546
3,60.18876,24.9415448
4,60.2275109,25.0083125
5,60.1833985,24.9521048
6,60.18427,24.9493607
7,60.1847137,24.9484172
8,60.1845871,24.9474471
9,60.1853674,24.9487418
10,60.2214363,25.0728455
11,60.1992671,24.9407169
12,60.1990109,24.9391321
13,60.1996495,24.9388303
14,60.1998427,24.9404476
15,60.2000212,24.9419837
16,60.2002651,24.9424836
17,60.2001516,24.9431196
18,60.199689,24.9375876
19,60.1824326,24.9480366
20,60.1827716,24.9477169
21,60.1822937,24.9474988
22,60.1823134,24.9470685
23,60.183107,24.9452038
24,60.1828254,24.9458702
25,60.1830433,24.9462916
26,60.182313,24.9508192
27,60.1831467,24.9482893
28,60.1834075,24.9487981
29,60.1836037,24.9456791
30,60.183602,24.9438904
31,60.1844634,24.9432852
32,60.1887438,24.952215
33,60.1895578,24.9513595
34,60.1889376,24.9525066
35,60.1885149,24.9544548
36,60.1855671,24.9404335
37,60.1853103,24.9411011
38,60.1846384,24.9393813
39,60.1848607,24.9395313
40,60.1658022,24.9215626
41,60.1851919,24.9433151
42,60.1852681,24.942576
43,60.1847341,24.9412234
44,60.1833683,24.9445329
45,60.1845099,24.9443444
46,60.1847159,24.9446657
47,60.1843414,24.9453243
48,60.1853129,24.944239
49,60.1855379,24.9443143
50,60.1849571,24.9452765
51,60.1837541,24.9463317
52,60.1841474,24.9465833
53,60.1837279,24.9471249
54,60.1835965,24.9474338
55,60.183983,24.9407661
56,60.1830796,24.9420941
57,60.1835019,24.9427594
58,60.1837635,24.9423147
59,60.1836518,24.9418279
60,60.1833019,24.9412343
61,60.1833048,24.9435638
62,60.1985045,24.9358571
63,60.2167096,24.9639786
64,60.2824709,25.0351913
65,60.1973401,24.9362659
66,60.1981758,24.9383152
67,60.198261,24.9395164
68,60.1973907,24.9386702
69,60.1974816,24.9372757
70,60.1977701,24.9397252
71,60.1973186,24.9399413
72,60.1972121,24.9379073
73,60.197018,24.9373652
74,60.1997177,24.9430369
75,60.1994065,24.9419068
76,60.1975656,24.9530006
77,60.1975692,24.9516481
78,60.2016351,24.901222
79,60.2201128,24.9344245
80,60.2116221,25.0923044
81,60.1875187,24.9429787
82,60.1879627,24.9435267
83,60.1881686,24.9418858
84,60.1853974,24.8835688
85,60.182545,24.9390384
86,60.1833855,24.9383582
87,60.2419965,24.9458443
88,60.198331,24.8774616
89,60.1959175,24.9470715
90,60.1953474,24.9472679
91,60.1958472,24.9480485
92,60.1957026,24.9502462
93,60.1963282,24.9492487
94,60.195867,24.9493284
95,60.1968933,24.9504443
96,60.1973983,24.9488781
97,60.1969517,24.9484104
98,60.1974582,24.9472321
99,60.1972402,24.946705
100,60.1975138,24.9443354
101,60.1978017,24.9434932
102,60.1981466,24.944069
103,60.1985543,24.9464253
104,60.1988308,24.9445246
105,60.1985636,24.9422895
106,60.1986394,24.9410222
107,60.1983198,24.9415609
108,60.1981473,24.9409444
109,60.1964083,24.9533043
110,60.1899343,24.9451965
111,60.1895312,24.9452408
112,60.1899506,24.9457699
113,60.1895459,24.9458045
114,60.1890839,24.9451411
115,60.1897128,24.9465571
116,60.1903995,24.9446674
117,60.1902435,24.9453539
118,60.1904458,24.9455267
119,60.1909726,24.9417491
120,60.1906735,24.942812
121,60.1906512,24.9433256
122,60.1912375,24.9430546
123,60.1915113,24.9408115
124,60.1918792,24.9412578
125,60.1920903,24.9415842
126,60.1919421,24.9400867
127,60.1916199,24.9399541
128,60.19183,24.9394722
129,60.1923958,24.9395308
130,60.1926227,24.938469
131,60.1924714,24.9376043
132,60.1921396,24.9372128
133,60.192457,24.9364303
134,60.193171,24.9366821
135,60.1931528,24.9390181
136,60.1947261,24.9380821
137,60.1944024,24.9383533
138,60.1944449,24.9395333
139,60.1939921,24.9384591
140,60.1939488,24.9402116
141,60.1940035,24.9406463
142,60.1935098,24.9392796
143,60.1937393,24.9410825
144,60.1934705,24.9405893
145,60.1932108,24.9408954
146,60.1935969,24.9415383
147,60.1926381,24.9419451
148,60.1930179,24.9420268
149,60.1929491,24.943217
150,60.1926873,24.943531
151,60.1927901,24.9429308
152,60.1926009,24.9426187
153,60.1923404,24.9429725
154,60.1922457,24.9421451
155,60.1920527,24.9444928
156,60.1917186,24.9446897
157,60.1915945,24.9461675
158,60.1910962,24.9456519
159,60.1910977,24.9476208
160,60.2157371,24.9640067
161,60.2710251,24.9880049
162,60.1951739,24.9351572
163,60.2051376,24.948004
164,60.1946074,24.9371284
165,60.1936498,24.9382072
166,60.1936032,24.9411298
167,60.1956876,24.9381671
168,60.2411451,24.9953626
169,60.1685954,24.9522951
170,60.2062789,24.9371276
171,60.1891868,24.9400593
172,60.1752575,24.9515015
173,60.1997985,24.9416925
174,60.2031156,24.9536026
175,60.1851171,24.967494
176,60.1829862,24.9470516
177,60.2109878,25.1606703
178,60.1940469,24.9527032
179,60.2714768,25.0181765
180,60.2207478,24.9609687
181,60.2363536,24.9990865
182,60.1516665,24.8882409
183,60.1782606,24.9416411
184,60.1831571,24.9368132
185,60.2278509,25.119365
186,60.1901559,24.9490575
187,60.2057925,25.1457337
188,60.1852355,24.9465482
189,60.1860493,24.9457332
190,60.1855782,24.9463606
191,60.1858754,24.9460235
192,60.1855516,24.9456221
193,60.1855642,24.9449317
194,60.1860669,24.9464055
195,60.1854328,24.9465877
196,60.1863065,24.9475665
197,60.1861074,24.9479678
198,60.2088406,24.9809589
199,60.2713312,25.0796823
200,60.1791683,25.053167
201,60.1815335,24.9366836
202,60.1810706,24.9378157
203,60.1806458,24.937978
204,60.1716317,25.04662
205,60.1850328,24.9472903
206,60.1999732,25.0774911
207,60.1743155,25.0610285
208,60.1874491,24.9429627
209,60.1855294,24.9489883
210,60.1807085,24.9512961
211,60.1845181,24.9452213
212,60.1909569,24.9428099
213,60.1908024,24.941575
214,60.1909061,24.9438865
215,60.1908172,24.9445205
216,60.1909438,24.9433505
217,60.1909603,24.9422688
218,60.191553,24.9432988
219,60.1913751,24.9424144
220,60.2542723,24.8543188
221,60.220066,24.8906877
222,60.1845561,24.9548306
223,60.1826837,24.9360217
224,60.1826087,24.9483063
225,60.1829271,24.9484078
226,60.1819384,24.9480608
227,60.1822112,24.948909
228,60.1825344,24.9502199
229,60.1817908,24.9465737
230,60.1815899,24.9436449
231,60.2094388,25.1217253
232,60.1842834,24.9439865
233,60.1841064,24.9456878
234,60.1834822,24.9469813
235,60.1842833,24.9448751
236,60.1841082,24.9426799
237,60.1841717,24.9473434
238,60.1843468,24.9468912
239,60.1843914,24.9421059
240,60.1849222,24.9441609
241,60.1844458,24.9462918
242,60.1837229,24.9481945
243,60.1839789,24.9444887
244,60.1840007,24.947794
245,60.1833564,24.9475961
246,60.1846985,24.9438115
247,60.2222187,25.1257915
248,60.1922222,24.9495299
249,60.21941,25.1256799
250,60.1924803,24.9473048
251,60.2719905,25.0542484
252,60.1943349,24.9413902
253,60.1946582,24.9418244
254,60.1938966,24.9424338
255,60.1613493,25.0974477
256,60.1821089,24.9427765
257,60.1826197,24.9406877
258,60.2308121,25.0005507
259,60.1929985,24.9424658
260,60.1924835,24.942426
261,60.1927334,24.9410173
262,60.1936082,24.943494
263,60.1937293,24.9428334
264,60.236526,24.9338389
265,60.1964373,24.9261106
266,60.2694919,25.0283268
267,60.1913189,24.9437112
268,60.191514,24.9442659
269,60.1921996,24.9438229
270,60.1919317,24.9454944
271,60.1919838,24.9433937
272,60.1915555,24.9453457
273,60.1919053,24.9442601
274,60.1924135,24.9443132
275,60.2392083,25.1728151
276,60.2570618,24.9840322
277,60.1874013,24.9444708
278,60.1880379,24.9478165
279,60.1880211,24.9456121
280,60.1871874,24.9452614
281,60.1878827,24.9452589
282,60.1877146,24.9449313
283,60.1874133,24.9469967
284,60.1873243,24.9480777
285,60.1875597,24.9479868
