node_id,lat,lon
0,60.141829,25.0493588
1,60.1523402,25.0647559
2,60.1481586,25.0598062
3,60.2720591,25.0059019
4,60.1611437,25.0643097
5,60.1607764,25.0651196
6,60.1597281,25.064853
7,60.1597669,25.063254
8,60.1596831,25.0641101
9,60.1595846,25.0643863
10,60.1589546,25.0648802
11,60.1586601,25.0649374
12,60.1591416,25.063974
13,60.1593556,25.0635011
14,60.1593353,25.0646835
15,60.1599101,25.0645035
16,60.1599014,25.0640095
17,60.1601075,25.0629297
18,60.1610328,25.0645601
19,60.1609153,25.0648711
20,60.1620789,25.0651025
21,60.1640302,25.0633764
22,60.1624274,25.0650861
23,60.1617177,25.0645155
24,60.1620183,25.0643515
25,60.1621342,25.0645655
26,60.1619407,25.0641308
27,60.162436,25.0636605
28,60.1622816,25.063923
29,60.1632176,25.0647666
30,60.1632245,25.0638008
31,60.1637902,25.0637411
32,60.1629549,25.0635209
33,60.1626687,25.0637964
34,60.1637625,25.0631253
35,60.1633985,25.0633854
36,60.1634971,25.0631334
37,60.1635446,25.063497
38,60.1628471,25.0649453
39,60.1630544,25.0642097
40,60.1627441,25.0640677
41,60.1625905,25.0644582
42,60.1635456,25.064947
43,60.1643193,25.0633923
44,60.1644449,25.0637473
45,60.1642281,25.0626362
46,60.1644325,25.0629922
47,60.1641027,25.0627997
48,60.1641098,25.0643641
49,60.164032,25.0650247
50,60.1642591,25.061981
51,60.1610988,25.0635513
52,60.1639773,25.0621407
53,60.1639311,25.0615537
54,60.1634579,25.0625193
55,60.1630938,25.0625868
56,60.1623022,25.0624847
57,60.1625325,25.0621856
58,60.1620095,25.0625537
59,60.1622048,25.0622904
60,60.1636563,25.0622767
61,60.1634118,25.0618651
62,60.163657,25.0617141
63,60.1630578,25.061989
64,60.1627838,25.0621601
65,60.161259,25.0638545
66,60.1614991,25.0640548
67,60.1616081,25.0637902
68,60.1618766,25.0633045
69,60.1617398,25.0627622
70,60.1614792,25.0630978
71,60.1613012,25.0634368
72,60.161726,25.0635307
73,60.1623707,25.0630389
74,60.1620373,25.0631982
75,60.1626191,25.0627826
76,60.162824,25.0626193
77,60.1639596,25.0624042
78,60.1611117,25.0628427
79,60.1625612,25.0591345
80,60.1612609,25.0625281
81,60.1613859,25.0621393
82,60.1618288,25.0609507
83,60.161981,25.0606409
84,60.1622655,25.0600248
85,60.1616912,25.061257
86,60.1615551,25.0615477
87,60.1625031,25.0610421
88,60.1624044,25.0617544
89,60.1617849,25.0619548
90,60.1620183,25.0615147
91,60.1621521,25.061858
92,60.1624056,25.0605816
93,60.1622792,25.0613744
94,60.1625867,25.0614967
95,60.1626905,25.0611041
96,60.1629953,25.0605952
97,60.1629406,25.0611872
98,60.163234,25.0605877
99,60.1635007,25.0604758
100,60.1633138,25.0611561
101,60.163799,25.0607748
102,60.1649356,25.05858
103,60.1644042,25.0607574
104,60.1645431,25.0607179
105,60.1641872,25.0605367
106,60.1850359,24.9481051
107,60.1631527,25.0576895
108,60.1637124,25.0595652
109,60.1637883,25.0603128
110,60.1627426,25.061551
111,60.1637892,25.0622877
112,60.1630285,25.0651192
113,60.1643615,25.0644598
114,60.1642755,25.0647075
115,60.1639215,25.0655498
116,60.1621882,25.0648987
117,60.1634255,25.0649808
118,60.1643226,25.0640293
119,60.1635491,25.0671026
120,60.1633111,25.0667384
121,60.1635993,25.0668363
122,60.163691,25.0665049
123,60.1638136,25.0658862
124,60.1639985,25.066058
125,60.163699,25.0682824
126,60.1645261,25.0667354
127,60.1643508,25.0665921
128,60.1643685,25.0657887
129,60.1640637,25.0665944
130,60.1643521,25.0672174
131,60.1694115,25.0732072
132,60.1692926,25.0725722
133,60.1648583,25.0747618
134,60.1637532,25.0780181
135,60.1632968,25.0732555
136,60.164442,25.0752489
137,60.1647014,25.0757675
138,60.16139,25.0771382
139,60.1633435,25.0788698
140,60.1619315,25.0749065
141,60.1607912,25.0767063
142,60.162142,25.0755899
143,60.167987,25.0820122
144,60.1671028,25.0778375
145,60.1660492,25.0756588
146,60.1656717,25.071389
147,60.1657309,25.0752748
148,60.1646105,25.0714196
149,60.1656919,25.0739298
150,60.1653598,25.0730682
151,60.1643533,25.070484
152,60.1653733,25.0746295
153,60.164957,25.0720194
154,60.1660046,25.0759767
155,60.1656182,25.0716291
156,60.1658581,25.0756366
157,60.1657558,25.0747317
158,60.1658374,25.0719037
159,60.1655293,25.0753582
160,60.1657864,25.0762612
161,60.1647696,25.0717309
162,60.1584895,25.0754849
163,60.1580577,25.0763604
164,60.1580845,25.0656656
165,60.1574478,25.0723386
166,60.159426,25.076878
167,60.1578241,25.0695544
168,60.1581506,25.0730438
169,60.1581261,25.0737765
170,60.1587085,25.0752355
171,60.1572884,25.072211
172,60.1574815,25.0715212
173,60.1579832,25.0682518
174,60.1579707,25.0753027
175,60.1597811,25.0764256
176,60.1603516,25.0737587
177,60.1601055,25.0758059
178,60.1612473,25.0728571
179,60.1605459,25.0734646
180,60.1606558,25.0732835
181,60.1607255,25.0744421
182,60.1598457,25.0753722
183,60.1605317,25.0749962
184,60.1601287,25.0752907
185,60.1598582,25.074721
186,60.1599888,25.0755485
187,60.1595172,25.075468
188,60.1607723,25.0739525
189,60.1605634,25.0741007
190,60.1596884,25.0752149
191,60.1603047,25.0746778
192,60.1611537,25.0725347
193,60.1595807,25.0760798
194,60.1608997,25.0737328
195,60.1606286,25.07472
196,60.160237,25.0749172
197,60.161378,25.0726134
198,60.161008,25.0902846
199,60.1628784,24.904875
200,60.158916,25.0709169
201,60.1586781,25.0689826
202,60.1587243,25.0695553
203,60.1606492,25.0720328
204,60.1589819,25.0713394
205,60.1601853,25.0711836
206,60.1582482,25.0707523
207,60.1585093,25.0699504
208,60.1584908,25.0704684
209,60.1590152,25.0711686
210,60.1585356,25.0695852
211,60.1583251,25.071852
212,60.1580197,25.0708103
213,60.1587308,25.071382
214,60.1586429,25.0692324
215,60.1588022,25.0713409
216,60.1584288,25.0702444
217,60.1601486,25.0702615
218,60.1599794,25.0710955
219,60.1583916,25.071438
220,60.158523,25.06932
221,60.1587525,25.0715332
222,60.1604727,25.0715496
223,60.1587706,25.0692584
224,60.1587858,25.0688725
225,60.1586444,25.0698304
226,60.160195,25.0704472
227,60.1604273,25.0721835
228,60.1600291,25.0705954
229,60.1588693,25.0709666
230,60.158965,25.0710463
231,60.160882,25.0721258
232,60.1586269,25.0702362
233,60.1584749,25.072034
234,60.1581772,25.0717576
235,60.1584998,25.0705337
236,60.1583675,25.070668
237,60.1601757,25.0718691
238,60.1585193,25.0716531
239,60.1584064,25.0697398
240,60.1602687,25.0715359
241,60.1602991,25.0708538
242,60.1590261,25.0709456
243,60.1587085,25.0712303
244,60.1638887,25.0720885
245,60.1640706,25.0733618
246,60.1638983,25.0717985
247,60.1638045,25.0733427
248,60.1637429,25.0724375
249,60.1634547,25.0724314
250,60.1645087,25.0731379
251,60.1643481,25.0724471
252,60.1636475,25.0719739
253,60.1637517,25.0716044
254,60.1639236,25.0731355
255,60.1636109,25.0728196
256,60.1639474,25.0713034
257,60.1641909,25.0736456
258,60.164249,25.0730919
259,60.1633097,25.0726974
260,60.1640176,25.0731934
261,60.1642475,25.0726911
262,60.1638619,25.0729721
263,60.164025,25.0724607
264,60.1639049,25.0734352
265,60.164155,25.0734525
